SOC,FRACSEC,FREQ,[R-PHASE VOLTAGE],[Y-PHASE VOLTAGE],[B-PHASE VOLTAGE],
1670025795,120000,49.966068,32.513088∠-168.553513,33.235607∠71.762055,33.104561∠-47.810430,
1670025795,160000,49.968140,32.480045∠-169.040001,33.249882∠71.271624,33.108704∠-48.249431,
1670025795,200000,49.970093,32.453018∠-169.526571,33.259930∠70.778665,33.115067∠-48.697773,
1670025795,240000,49.960365,32.417690∠-169.991956,33.273273∠70.300247,33.124241∠-49.118993,
1670025795,280000,49.961609,32.390156∠-170.453624,33.282711∠69.826983,33.132759∠-49.546752,
1670025795,320000,49.970352,32.365417∠-170.902240,33.293503∠69.359998,33.141113∠-49.972004,
1670025795,360000,49.969330,32.349186∠-171.356883,33.300083∠68.887615,33.147003∠-50.412344,
1670025795,400000,49.967972,32.346493∠-171.794989,33.301788∠68.438664,33.150223∠-50.857697,
1670025795,440000,49.967731,32.355652∠-172.228010,33.298061∠67.998850,33.149979∠-51.317311,
1670025795,480000,49.967159,32.372936∠-172.678416,33.288944∠67.539178,33.146523∠-51.803074,
1670025795,520000,49.966385,32.391293∠-173.134617,33.278381∠67.079451,33.141853∠-52.284502,
1670025795,560000,49.966461,32.404457∠-173.626039,33.268330∠66.592573,33.139130∠-52.794515,
1670025795,600000,49.966984,32.412125∠-174.104203,33.262077∠66.122575,33.137966∠-53.279270,
1670025795,640000,49.966721,32.414738∠-174.621784,33.259689∠65.613154,33.137516∠-53.795853,
1670025795,680000,49.966461,32.412350∠-175.126914,33.257355∠65.106992,33.136875∠-54.296186,
1670025795,720000,49.966831,32.409664∠-175.604176,33.255207∠64.623859,33.136673∠-54.773947,
1670025795,760000,49.966694,32.409195∠-176.073484,33.253185∠64.146440,33.135567∠-55.250728,
1670025795,800000,49.966545,32.409935∠-176.533813,33.251587∠63.678703,33.134747∠-55.717155,
1670025795,840000,49.966774,32.412987∠-177.008137,33.250408∠63.196254,33.133339∠-56.200688,
1670025795,880000,49.967060,32.416592∠-177.478101,33.249557∠62.724869,33.132637∠-56.684712,
1670025795,920000,49.967297,32.418465∠-177.941108,33.248093∠62.259531,33.133530∠-57.159111,
1670025795,960000,49.967419,32.420692∠-178.411537,33.248474∠61.790367,33.135029∠-57.635191,
1670025796,0,49.967358,32.422359∠-178.874435,33.249580∠61.328603,33.137474∠-58.100973,
1670025796,40000,49.967033,32.424789∠-179.341009,33.251488∠60.865726,33.139580∠-58.563311,
1670025796,80000,49.967297,32.426735∠-179.805876,33.253155∠60.401058,33.141930∠-59.028484,
1670025796,120000,49.966961,32.430042∠180.065759,33.256168∠59.946340,33.143154∠-59.487521,
1670025796,160000,49.966576,32.431297∠179.585477,33.257801∠59.466446,33.144463∠-59.964790,
1670025796,200000,49.966461,32.431252∠179.115772,33.258217∠58.995977,33.142632∠-60.435711,
1670025796,240000,49.965389,32.430317∠178.634451,33.256973∠58.510609,33.139210∠-60.919062,
1670025796,280000,49.965511,32.428394∠178.154783,33.253143∠58.022413,33.134850∠-61.402714,
1670025796,320000,49.966560,32.426208∠177.668951,33.245869∠57.535447,33.131020∠-61.885908,
1670025796,360000,49.966362,32.422176∠177.161047,33.238720∠57.029545,33.128544∠-62.393027,
1670025796,400000,49.966476,32.418495∠176.662805,33.233017∠56.533015,33.126236∠-62.886512,
1670025796,440000,49.967159,32.416294∠176.182877,33.228928∠56.057468,33.126934∠-63.364704,
1670025796,480000,49.967098,32.416496∠175.714321,33.231159∠55.591707,33.127842∠-63.834579,
1670025796,520000,49.967308,32.418392∠175.259528,33.234547∠55.140146,33.129692∠-64.288976,
1670025796,560000,49.967022,32.420151∠174.791696,33.239559∠54.669444,33.132133∠-64.758639,
1670025796,600000,49.966312,32.422554∠174.344010,33.244278∠54.221692,33.133698∠-65.206189,
1670025796,640000,49.967636,32.424385∠173.878652,33.249203∠53.761237,33.135490∠-65.666538,
1670025796,680000,49.967892,32.426060∠173.410560,33.251911∠53.296262,33.136814∠-66.134186,
1670025796,720000,49.966709,32.426865∠172.947033,33.252186∠52.832332,33.138416∠-66.596551,
1670025796,760000,49.967171,32.428188∠172.483957,33.249489∠52.371296,33.137844∠-67.062647,
1670025796,800000,49.967880,32.426632∠172.020895,33.247116∠51.905569,33.136257∠-67.525251,
1670025796,840000,49.966812,32.424801∠171.561428,33.244598∠51.445176,33.135170∠-67.986153,
1670025796,880000,49.966698,32.422657∠171.096179,33.242882∠50.978792,33.132793∠-68.451997,
1670025796,920000,49.967720,32.419609∠170.630657,33.240788∠50.513482,33.131561∠-68.914977,
1670025796,960000,49.966858,32.420345∠170.159490,33.240295∠50.044198,33.131611∠-69.389437,
1670025797,0,49.966347,32.421371∠169.688310,33.240463∠49.572686,33.131237∠-69.859251,
1670025797,40000,49.966797,32.423069∠169.216924,33.239388∠49.103692,33.129818∠-70.328340,
1670025797,80000,49.967155,32.423023∠168.730847,33.239655∠48.623779,33.125694∠-70.813031,
1670025797,120000,49.966782,32.421524∠168.240354,33.240612∠48.133799,33.125183∠-71.297790,
1670025797,160000,49.966148,32.420033∠167.765333,33.242470∠47.658928,33.125893∠-71.772708,
1670025797,200000,49.965538,32.420185∠167.287046,33.242611∠47.174186,33.128063∠-72.255383,
1670025797,240000,49.965809,32.419048∠166.808882,33.242737∠46.694365,33.130020∠-72.736718,
1670025797,280000,49.967007,32.418171∠166.324294,33.243156∠46.210665,33.130650∠-73.224436,
1670025797,320000,49.965946,32.420250∠165.829906,33.244770∠45.713141,33.131676∠-73.718810,
1670025797,360000,49.965572,32.423878∠165.338676,33.246704∠45.222891,33.133911∠-74.208147,
1670025797,400000,49.965824,32.425781∠164.853322,33.247913∠44.741908,33.135136∠-74.691560,
1670025797,440000,49.965248,32.427387∠164.365044,33.249416∠44.253305,33.135891∠-75.173531,
1670025797,480000,49.965900,32.428604∠163.875850,33.250935∠43.762533,33.136372∠-75.656212,
1670025797,520000,49.966286,32.429874∠163.386943,33.252651∠43.274220,33.135258∠-76.142433,
1670025797,560000,49.965298,32.432224∠162.890588,33.253880∠42.778880,33.136364∠-76.637176,
1670025797,600000,49.964737,32.432846∠162.385444,33.255005∠42.276914,33.135628∠-77.139429,
1670025797,640000,49.965572,32.432777∠161.890291,33.254051∠41.787897,33.136921∠-77.629594,
1670025797,680000,49.965946,32.433868∠161.388578,33.254902∠41.289809,33.139893∠-78.128949,
1670025797,720000,49.965149,32.434353∠160.902158,33.256680∠40.807576,33.143360∠-78.616271,
1670025797,760000,49.964924,32.435173∠160.410012,33.257858∠40.317093,33.147392∠-79.110583,
1670025797,800000,49.965378,32.437405∠159.926039,33.258324∠39.827162,33.148727∠-79.601048,
1670025797,840000,49.966362,32.440327∠159.429711,33.257870∠39.327669,33.148792∠-80.103096,
1670025797,880000,49.966396,32.440792∠158.938645,33.257637∠38.837033,33.146080∠-80.598966,
1670025797,920000,49.965736,32.441387∠158.453934,33.256748∠38.350170,33.144924∠-81.087661,
1670025797,960000,49.966221,32.441303∠157.983013,33.256805∠37.880766,33.145161∠-81.559894,
1670025798,0,49.966999,32.443893∠157.503099,33.257824∠37.399861,33.146675∠-82.037806,
1670025798,40000,49.966820,32.445011∠157.042784,33.258598∠36.942506,33.146149∠-82.496569,
1670025798,80000,49.966110,32.443993∠156.575130,33.258896∠36.478552,33.145107∠-82.960431,
1670025798,120000,49.966133,32.441730∠156.094957,33.255959∠35.998744,33.141560∠-83.433696,
1670025798,160000,49.966232,32.438099∠155.616642,33.254128∠35.518570,33.139000∠-83.912222,
1670025798,200000,49.966225,32.435223∠155.142031,33.252277∠35.039299,33.137260∠-84.389280,
1670025798,240000,49.965851,32.432949∠154.664864,33.250805∠34.563297,33.136257∠-84.872720,
1670025798,280000,49.966049,32.432873∠154.188408,33.252476∠34.091434,33.136372∠-85.353747,
1670025798,320000,49.965813,32.436298∠153.698886,33.254776∠33.601119,33.137516∠-85.844827,
1670025798,360000,49.964813,32.437038∠153.210881,33.255577∠33.115294,33.140007∠-86.332087,
1670025798,400000,49.964622,32.437126∠152.701378,33.253704∠32.607830,33.139694∠-86.838646,
1670025798,440000,49.964211,32.435322∠152.180790,33.250271∠32.082343,33.138699∠-87.359049,
1670025798,480000,49.964638,32.432838∠151.676549,33.245632∠31.581046,33.135750∠-87.863167,
1670025798,520000,49.964996,32.432060∠151.151779,33.242138∠31.052552,33.133213∠-88.394081,
1670025798,560000,49.964764,32.432022∠150.633678,33.240723∠30.536000,33.131008∠-88.914880,
1670025798,600000,49.964912,32.429920∠150.128671,33.241219∠30.030521,33.130253∠-89.416067,
1670025798,640000,49.965187,32.429642∠149.627874,33.242939∠29.530004,33.131271∠-89.915942,
1670025798,680000,49.964985,32.427021∠149.133869,33.243946∠29.035217,33.131947∠-90.408908,
1670025798,720000,49.964912,32.427311∠148.637322,33.243851∠28.536029,33.131580∠-90.903590,
1670025798,760000,49.965527,32.427292∠148.151559,33.241879∠28.050861,33.130234∠-91.381658,
1670025798,800000,49.965412,32.425186∠147.655777,33.240730∠27.556515,33.127689∠-91.877529,
1670025798,840000,49.964752,32.423363∠147.159066,33.239594∠27.059344,33.125652∠-92.373222,
1670025798,880000,49.964714,32.418941∠146.663695,33.240612∠26.559102,33.123970∠-92.870623,
1670025798,920000,49.964848,32.415646∠146.169703,33.241318∠26.062940,33.122570∠-93.368782,
1670025798,960000,49.964600,32.413021∠145.671680,33.241604∠25.562134,33.121387∠-93.872115,
1670025799,0,49.964615,32.411858∠145.170596,33.241310∠25.061158,33.120541∠-94.376384,
1670025799,40000,49.964725,32.413086∠144.664304,33.240456∠24.553389,33.119183∠-94.883038,
1670025799,80000,49.964901,32.415337∠144.160404,33.240673∠24.058019,33.120235∠-95.382640,
1670025799,120000,49.964073,32.418087∠143.651707,33.242153∠23.549332,33.124081∠-95.888836,
1670025799,160000,49.962990,32.418087∠143.130053,33.243969∠23.034322,33.127983∠-96.399706,
1670025799,200000,49.964188,32.416393∠142.618978,33.245541∠22.528981,33.132591∠-96.899246,
1670025799,240000,49.965099,32.414074∠142.093087,33.246067∠22.004105,33.135529∠-97.414490,
1670025799,280000,49.966137,32.415222∠141.571270,33.246227∠21.489766,33.135937∠-97.931497,
1670025799,320000,49.967598,32.421810∠141.065525,33.245613∠20.988822,33.133480∠-98.436469,
1670025799,360000,49.966797,32.439392∠140.570372,33.242470∠20.504893,33.128250∠-98.935825,
1670025799,400000,49.965611,32.466526∠140.106558,33.235218∠20.053066,33.122509∠-99.423304,
1670025799,440000,49.965027,32.497845∠139.615355,33.227730∠19.581293,33.114983∠-99.944465,
1670025799,480000,49.965199,32.526241∠139.144790,33.220814∠19.126045,33.110451∠-100.438354,
1670025799,520000,49.965611,32.544144∠138.654639,33.218079∠18.649064,33.106586∠-100.940149,
1670025799,560000,49.965721,32.551491∠138.160320,33.218155∠18.164401,33.106934∠-101.433430,
1670025799,600000,49.965611,32.551037∠137.663445,33.220402∠17.672453,33.108879∠-101.928357,
1670025799,640000,49.966209,32.546642∠137.172037,33.225269∠17.180169,33.111958∠-102.412316,
1670025799,680000,49.966125,32.542145∠136.683267,33.231415∠16.691628,33.114937∠-102.894260,
1670025799,720000,49.965797,32.538326∠136.207453,33.235645∠16.209361,33.117134∠-103.367039,
1670025799,760000,49.965450,32.537308∠135.737612,33.238346∠15.735970,33.117477∠-103.831639,
1670025799,800000,49.965725,32.538490∠135.253174,33.240444∠15.253598,33.117855∠-104.312844,
1670025799,840000,49.966236,32.541008∠134.777224,33.240025∠14.775181,33.116940∠-104.791139,
1670025799,880000,49.964951,32.542702∠134.282549,33.238728∠14.282011,33.116039∠-105.285471,
1670025799,920000,49.964325,32.541096∠133.786782,33.236614∠13.788719,33.114407∠-105.776182,
1670025799,960000,49.965160,32.536312∠133.276950,33.233860∠13.280154,33.112053∠-106.288337,
1670025800,0,49.965687,32.529839∠132.769018,33.231052∠12.775454,33.109703∠-106.793727,
1670025800,40000,49.965958,32.524532∠132.276899,33.226997∠12.284071,33.105854∠-107.283502,
1670025800,80000,49.965950,32.521427∠131.793733,33.221916∠11.797713,33.101509∠-107.767468,
1670025800,120000,49.965614,32.520840∠131.315678,33.219299∠11.318884,33.099155∠-108.246083,
1670025800,160000,49.966248,32.523605∠130.830994,33.219288∠10.829349,33.097130∠-108.738318,
1670025800,200000,49.965900,32.528580∠130.355030,33.220741∠10.351253,33.097546∠-109.219408,
1670025800,240000,49.965176,32.532963∠129.868583,33.223030∠9.863016,33.097637∠-109.711765,
1670025800,280000,49.965187,32.537403∠129.374647,33.226906∠9.372824,33.099117∠-110.204158,
1670025800,320000,49.965374,32.541393∠128.869722,33.230579∠8.862534,33.100098∠-110.715458,
1670025800,360000,49.965225,32.542713∠128.363744,33.232376∠8.359009,33.102341∠-111.223335,
1670025800,400000,49.964649,32.542892∠127.864587,33.234493∠7.864479,33.102398∠-111.719466,
1670025800,440000,49.965034,32.542366∠127.363899,33.235268∠7.364437,33.103207∠-112.217618,
1670025800,480000,49.965000,32.542019∠126.862473,33.235176∠6.865189,33.104324∠-112.718190,
1670025800,520000,49.964375,32.541325∠126.361812,33.232571∠6.363726,33.105080∠-113.219015,
1670025800,560000,49.964561,32.538994∠125.851775,33.228127∠5.856322,33.106079∠-113.724863,
1670025800,600000,49.964890,32.537663∠125.341165,33.225677∠5.348200,33.106686∠-114.235138,
1670025800,640000,49.965126,32.536343∠124.841816,33.222794∠4.844721,33.106289∠-114.737043,
1670025800,680000,49.964600,32.536095∠124.347101,33.220760∠4.349673,33.106056∠-115.230761,
1670025800,720000,49.965088,32.536190∠123.856021,33.219456∠3.856793,33.104801∠-115.722975,
1670025800,760000,49.965797,32.537354∠123.359597,33.221306∠3.359576,33.105331∠-116.216816,
1670025800,800000,49.965225,32.539810∠122.871277,33.222813∠2.864909,33.104076∠-116.711627,
1670025800,840000,49.965237,32.542133∠122.386703,33.222149∠2.381254,33.104355∠-117.191883,
1670025800,880000,49.964924,32.545086∠121.891619,33.220646∠1.888222,33.105320∠-117.684029,
1670025800,920000,49.965111,32.546093∠121.393623,33.221340∠1.393784,33.104065∠-118.179004,
1670025800,960000,49.965813,32.545326∠120.890912,33.221760∠0.894246,33.101589∠-118.678845,
1670025801,0,49.965313,32.542900∠120.393846,33.222466∠0.399961,33.100578∠-119.175884,
1670025801,40000,49.964851,32.540993∠119.898829,33.222141∠-0.097195,33.100266∠-119.667087,
1670025801,80000,49.966187,32.540497∠119.412998,33.223209∠-0.581858,33.100914∠-120.155720,
1670025801,120000,49.965775,32.539040∠118.922123,33.224987∠-1.073058,33.101982∠-120.648468,
1670025801,160000,49.964249,32.536957∠118.438860,33.225803∠-1.555980,33.102215∠-121.134518,
1670025801,200000,49.965336,32.535389∠117.948505,33.226376∠-2.050448,33.101837∠-121.630532,
1670025801,240000,49.966286,32.535110∠117.453270,33.225830∠-2.544794,33.101978∠-122.126847,
1670025801,280000,49.966026,32.535339∠116.954974,33.227139∠-3.041583,33.103321∠-122.625061,
1670025801,320000,49.965290,32.535542∠116.460313,33.225960∠-3.536296,33.104382∠-123.125066,
1670025801,360000,49.965351,32.538330∠115.972062,33.225742∠-4.024227,33.103153∠-123.612524,
1670025801,400000,49.965698,32.542637∠115.492339,33.225307∠-4.504981,33.103111∠-124.090934,
1670025801,440000,49.965462,32.545139∠115.017674,33.225876∠-4.986314,33.104206∠-124.567677,
1670025801,480000,49.965523,32.546265∠114.529341,33.226387∠-5.476170,33.104916∠-125.053987,
1670025801,520000,49.966461,32.548901∠114.040557,33.227684∠-5.958969,33.106213∠-125.544944,
1670025801,560000,49.967522,32.551281∠113.546436,33.229492∠-6.449955,33.106064∠-126.038225,
1670025801,600000,49.966652,32.554108∠113.062094,33.231308∠-6.930403,33.107376∠-126.523237,
1670025801,640000,49.965286,32.553947∠112.587627,33.232658∠-7.406330,33.109451∠-127.003301,
1670025801,680000,49.965759,32.556129∠112.127872,33.233593∠-7.870619,33.110203∠-127.466868,
1670025801,720000,49.966560,32.556831∠111.645491,33.234028∠-8.351678,33.109859∠-127.950759,
1670025801,760000,49.966263,32.555695∠111.166678,33.232620∠-8.835853,33.108261∠-128.432573,
1670025801,800000,49.964996,32.553738∠110.680866,33.226910∠-9.324883,33.106876∠-128.923380,
1670025801,840000,49.964951,32.551437∠110.195937,33.222340∠-9.806156,33.102074∠-129.412915,
1670025801,880000,49.965775,32.548004∠109.706545,33.217083∠-10.296959,33.095963∠-129.908929,
1670025801,920000,49.965927,32.548756∠109.210818,33.213882∠-10.796436,33.093216∠-130.407923,
1670025801,960000,49.965214,32.548542∠108.720763,33.213531∠-11.286384,33.092972∠-130.897281,
1670025802,0,49.965038,32.548725∠108.220895,33.215889∠-11.784364,33.095757∠-131.390807,
1670025802,40000,49.966022,32.548431∠107.720986,33.219608∠-12.280116,33.099369∠-131.885796,
1670025802,80000,49.965714,32.550137∠107.231122,33.222980∠-12.771559,33.103016∠-132.375933,
1670025802,120000,49.964787,32.555779∠106.739345,33.225491∠-13.261323,33.105721∠-132.861409,
1670025802,160000,49.964600,32.560791∠106.236067,33.225994∠-13.760617,33.108246∠-133.361674,
1670025802,200000,49.964825,32.563583∠105.736575,33.226940∠-14.256399,33.108620∠-133.864426,
1670025802,240000,49.964550,32.563160∠105.214026,33.227970∠-14.774082,33.106594∠-134.386284,
1670025802,280000,49.964813,32.560123∠104.696267,33.229095∠-15.292283,33.104946∠-134.903100,
1670025802,320000,49.965332,32.557041∠104.196652,33.228813∠-15.799520,33.104713∠-135.403118,
1670025802,360000,49.965736,32.554932∠103.703563,33.227081∠-16.302174,33.104725∠-135.900841,
1670025802,400000,49.964890,32.555771∠103.221872,33.225533∠-16.784179,33.106480∠-136.384855,
1670025802,440000,49.964813,32.558514∠102.729241,33.226986∠-17.281702,33.108532∠-136.885010,
1670025802,480000,49.966087,32.561485∠102.241776,33.228825∠-17.767831,33.111912∠-137.370773,
1670025802,520000,49.966137,32.564175∠101.740206,33.231350∠-18.263795,33.112999∠-137.868468,
1670025802,560000,49.965534,32.565506∠101.249010,33.234333∠-18.749589,33.112831∠-138.355544,
1670025802,600000,49.965488,32.566357∠100.758524,33.236469∠-19.226983,33.114040∠-138.838861,
1670025802,640000,49.966198,32.565792∠100.282185,33.237152∠-19.692035,33.117340∠-139.309248,
1670025802,680000,49.966270,32.564613∠99.795970,33.237904∠-20.172452,33.120625∠-139.792907,
1670025802,720000,49.966534,32.564819∠99.328760,33.238911∠-20.642972,33.120228∠-140.267299,
1670025802,760000,49.966396,32.567036∠98.864359,33.238148∠-21.113861,33.118919∠-140.732685,
1670025802,800000,49.966633,32.568630∠98.389051,33.236649∠-21.597362,33.117237∠-141.207323,
1670025802,840000,49.966633,32.569443∠97.928299,33.233910∠-22.057406,33.116211∠-141.662075,
1670025802,880000,49.966072,32.565891∠97.456763,33.230225∠-22.529698,33.116039∠-142.127638,
1670025802,920000,49.966110,32.559895∠96.980771,33.227016∠-23.005930,33.114204∠-142.600582,
1670025802,960000,49.966843,32.554020∠96.503120,33.224537∠-23.484271,33.111599∠-143.076847,
1670025803,0,49.966988,32.549217∠96.033272,33.223011∠-23.958487,33.107567∠-143.548177,
1670025803,40000,49.966686,32.545097∠95.561565,33.219597∠-24.438965,33.102932∠-144.028241,
1670025803,80000,49.967072,32.544914∠95.094888,33.217308∠-24.908141,33.099442∠-144.499039,
1670025803,120000,49.966999,32.545082∠94.621412,33.216965∠-25.381107,33.096363∠-144.977996,
1670025803,160000,49.966774,32.548138∠94.151181,33.219543∠-25.844235,33.095901∠-145.450051,
1670025803,200000,49.966286,32.551785∠93.678415,33.223637∠-26.308555,33.097832∠-145.916653,
1670025803,240000,49.966621,32.554394∠93.199246,33.226376∠-26.779441,33.102077∠-146.389187,
1670025803,280000,49.966545,32.554562∠92.725920,33.227985∠-27.253811,33.105331∠-146.859164,
1670025803,320000,49.966187,32.555676∠92.246362,33.229836∠-27.734930,33.108009∠-147.337138,
1670025803,360000,49.966347,32.557957∠91.766803,33.230618∠-28.214920,33.108749∠-147.812732,
1670025803,400000,49.966274,32.559437∠91.287210,33.232075∠-28.695092,33.109219∠-148.293275,
1670025803,440000,49.966633,32.559105∠90.792871,33.233871∠-29.191393,33.109715∠-148.789084,
1670025803,480000,49.966923,32.559464∠90.310914,33.232422∠-29.671628,33.108952∠-149.270337,
1670025803,520000,49.966808,32.558197∠89.831301,33.230137∠-30.148320,33.109413∠-149.740684,
1670025803,560000,49.966789,32.558846∠89.363578,33.226589∠-30.617922,33.108860∠-150.207791,
1670025803,600000,49.966652,32.559891∠88.898671,33.223877∠-31.080379,33.110718∠-150.672179,
1670025803,640000,49.966648,32.561413∠88.431276,33.222927∠-31.549923,33.112087∠-151.148867,
1670025803,680000,49.967224,32.564041∠87.975075,33.222828∠-32.005782,33.112576∠-151.603989,
1670025803,720000,49.967308,32.563786∠87.505719,33.225113∠-32.470132,33.113564∠-152.071110,
1670025803,760000,49.966671,32.562511∠87.039111,33.228222∠-32.933748,33.113682∠-152.539311,
1670025803,800000,49.967182,32.562016∠86.574197,33.229923∠-33.403507,33.112724∠-153.008974,
1670025803,840000,49.967648,32.560959∠86.108271,33.229347∠-33.874055,33.112453∠-153.473622,
1670025803,880000,49.967384,32.561432∠85.641225,33.228493∠-34.340483,33.113091∠-153.942164,
1670025803,920000,49.967686,32.563110∠85.174767,33.228546∠-34.802513,33.114101∠-154.406374,
1670025803,960000,49.967232,32.564476∠84.718614,33.230614∠-35.258984,33.116444∠-154.859979,
1670025804,0,49.967148,32.565567∠84.258012,33.232548∠-35.724004,33.119766∠-155.320526,
1670025804,40000,49.968010,32.567486∠83.816264,33.233356∠-36.168195,33.123005∠-155.761611,
1670025804,80000,49.966400,32.563751∠83.350284,33.236965∠-36.631995,33.127075∠-156.222445,
1670025804,120000,49.964798,32.551769∠82.885978,33.240639∠-37.099707,33.133121∠-156.676295,
1670025804,160000,49.966583,32.530231∠82.404028,33.245613∠-37.587056,33.139229∠-157.145945,
1670025804,200000,49.967182,32.507290∠81.924675,33.251575∠-38.073369,33.145329∠-157.601941,
1670025804,240000,49.967270,32.487602∠81.447023,33.255989∠-38.553727,33.149723∠-158.051336,
1670025804,280000,49.968132,32.477047∠80.959551,33.257633∠-39.041261,33.152069∠-158.524211,
1670025804,320000,49.968479,32.477680∠80.509603,33.255646∠-39.498036,33.152172∠-158.979182,
1670025804,360000,49.967396,32.485989∠80.053415,33.252132∠-39.959331,33.152065∠-159.444253,
1670025804,400000,49.966923,32.494324∠79.619991,33.246891∠-40.390419,33.149509∠-159.881539,
1670025804,440000,49.967861,32.499737∠79.164179,33.243233∠-40.839861,33.147186∠-160.337658,
1670025804,480000,49.968945,32.503296∠78.707015,33.241302∠-41.292635,33.144356∠-160.798574,
1670025804,520000,49.969082,32.507633∠78.252488,33.241112∠-41.744493,33.141483∠-161.258547,
1670025804,560000,49.968121,32.513512∠77.799300,33.240761∠-42.193570,33.138538∠-161.715609,
1670025804,600000,49.968559,32.523346∠77.345894,33.239933∠-42.639593,33.137310∠-162.177564,
1670025804,640000,49.968323,32.535179∠76.904311,33.238846∠-43.077644,33.136971∠-162.633082,
1670025804,680000,49.967323,32.544315∠76.458749,33.238289∠-43.518934,33.135551∠-163.088572,
1670025804,720000,49.966759,32.547943∠76.002972,33.238251∠-43.972715,33.130371∠-163.554299,
1670025804,760000,49.967159,32.549232∠75.536835,33.235600∠-44.441525,33.122616∠-164.030482,
1670025804,800000,49.967583,32.546982∠75.051803,33.233749∠-44.918582,33.114044∠-164.517079,
1670025804,840000,49.967693,32.542194∠74.585720,33.231159∠-45.376273,33.104038∠-164.988369,
1670025804,880000,49.968334,32.537704∠74.108478,33.229584∠-45.846305,33.096882∠-165.464620,
1670025804,920000,49.968472,32.535969∠73.657034,33.228115∠-46.298225,33.093330∠-165.919482,
1670025804,960000,49.968346,32.536304∠73.197484,33.226482∠-46.753838,33.092625∠-166.374931,
1670025805,0,49.967796,32.537117∠72.755975,33.226032∠-47.194667,33.094078∠-166.813856,
1670025805,40000,49.968040,32.538731∠72.328906,33.224880∠-47.627312,33.096493∠-167.241356,
1670025805,80000,49.968620,32.539558∠71.880557,33.225040∠-48.079902,33.098724∠-167.690929,
1670025805,120000,49.967785,32.540771∠71.447420,33.224491∠-48.519268,33.099594∠-168.127367,
1670025805,160000,49.967793,32.540405∠70.997287,33.225090∠-48.968711,33.099518∠-168.579372,
1670025805,200000,49.968494,32.536678∠70.544851,33.223690∠-49.419896,33.097622∠-169.031978,
1670025805,240000,49.969143,32.534157∠70.083764,33.221695∠-49.879910,33.096516∠-169.491870,
1670025805,280000,49.969330,32.533379∠69.631458,33.222569∠-50.335312,33.095982∠-169.944490,
1670025805,320000,49.968880,32.534584∠69.185487,33.222862∠-50.783473,33.096462∠-170.394404,
1670025805,360000,49.968346,32.536079∠68.751755,33.224228∠-51.221124,33.099270∠-170.831361,
1670025805,400000,49.968468,32.536320∠68.322198,33.226284∠-51.652608,33.101433∠-171.263740,
1670025805,440000,49.968994,32.536053∠67.878619,33.229202∠-52.095883,33.106190∠-171.710333,
1670025805,480000,49.968044,32.535618∠67.433653,33.230267∠-52.542732,33.111847∠-172.151200,
1670025805,520000,49.968559,32.535213∠66.981162,33.230042∠-52.996360,33.116467∠-172.599241,
1670025805,560000,49.969643,32.537151∠66.531925,33.228813∠-53.447699,33.121231∠-173.040545,
1670025805,600000,49.969231,32.538723∠66.087184,33.225983∠-53.895402,33.123425∠-173.484172,
1670025805,640000,49.969208,32.540520∠65.651115,33.226341∠-54.331068,33.124359∠-173.917726,
1670025805,680000,49.969368,32.543236∠65.215763,33.228481∠-54.768784,33.122570∠-174.352798,
1670025805,720000,49.970291,32.547569∠64.801227,33.231434∠-55.183314,33.121849∠-174.767997,
1670025805,760000,49.970570,32.550705∠64.387613,33.233803∠-55.601421,33.123055∠-175.180039,
1670025805,800000,49.970093,32.554703∠63.958015,33.236881∠-56.032689,33.125664∠-175.609616,
1670025805,840000,49.970032,32.557728∠63.532258,33.239838∠-56.455805,33.128090∠-176.032920,
1670025805,880000,49.970242,32.559490∠63.111285,33.243065∠-56.874274,33.131927∠-176.455185,
1670025805,920000,49.970318,32.559002∠62.684673,33.243397∠-57.297663,33.133659∠-176.884543,
1670025805,960000,49.969845,32.558170∠62.264247,33.245819∠-57.716867,33.134212∠-177.306248,
1670025806,0,49.969570,32.555401∠61.849034,33.245148∠-58.134451,33.131676∠-177.722500,
1670025806,40000,49.970058,32.552845∠61.426837,33.241066∠-58.559033,33.129883∠-178.149152,
1670025806,80000,49.970943,32.552475∠61.011016,33.238373∠-58.980102,33.128525∠-178.565212,
1670025806,120000,49.970066,32.552547∠60.578405,33.235649∠-59.411832,33.127144∠-178.998315,
1670025806,160000,49.969219,32.551342∠60.152716,33.234310∠-59.840165,33.125015∠-179.423533,
1670025806,200000,49.969357,32.549625∠59.717986,33.233067∠-60.274430,33.123558∠-179.856896,
1670025806,240000,49.970131,32.547939∠59.286004,33.232071∠-60.705579,33.122101∠180.039614,
1670025806,280000,49.969681,32.546391∠58.859755,33.231083∠-61.135928,33.122112∠179.606237,
1670025806,320000,49.968647,32.548050∠58.433963,33.230270∠-61.563777,33.122173∠179.172109,
1670025806,360000,49.969391,32.549145∠57.992947,33.227745∠-62.003146,33.122326∠178.725584,
1670025806,400000,49.970268,32.550385∠57.557527,33.226063∠-62.436092,33.121056∠178.291811,
1670025806,440000,49.971054,32.549629∠57.109827,33.227028∠-62.874909,33.123497∠177.847542,
1670025806,480000,49.970619,32.551167∠56.690866,33.230724∠-63.284675,33.128113∠177.426466,
1670025806,520000,49.970181,32.552536∠56.268546,33.236217∠-63.703968,33.131889∠177.007440,
1670025806,560000,49.971127,32.554367∠55.870325,33.240768∠-64.102404,33.135296∠176.611635,
